a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
630744956,105.1,12.2,18608058200,2,2012-07-09 03:27:53,True,False,62063690.735075854,1,0.818791946309,True,11,8,3,6,4,10,3,0,60,40,2.2,9.6,149,122,False
859134435815546880,93.75,7.16,35737050,1,2017-05-01 19:56:26,True,False,344257.6742361563,5,0.50175192712,True,10,7,2,8,91,198,33,25,45,30,2.07982261641,9.1,1427,716,False
896221387,85.45,7.38,12030230,2,2012-10-21 21:42:56,False,False,93317.40626506932,8,0.595641646489,True,15,15,0,38,87,2481,52,15,50,35,4.07898259705,10.2,1239,738,False
986721331596193794,43.0,6.0,0,1,2018-04-18 21:41:12,True,False,0.0,0,1.0,True,13,6,4,0,1,1,0,0,100,0,16.9318181818,3.1,6,6,False
855332924635271169,110.33333333333333,11.9444444444,1480444,1,2017-04-21 08:10:35,True,False,10049.885372480623,18,0.808270676692,True,14,12,2,1,18,18,11,11,55,33,13.84,11.8,266,215,False
712229168457650176,0,0,0,0,2016-03-22 10:47:21,False,False,0,0,0,True,8,7,1,0,0,0,0,0,0,0,27.5,0,0,0,False
330371982,91.9,10.1379310345,5869264931,1,2011-07-06 14:33:06,True,False,17703584.527784012,0,0.736842105263,True,8,8,0,4,23,29,16,5,55,40,11.5454545455,10.4,399,294,False
949691865623916545,138.55,10.79,90740960,2,2018-01-06 17:19:20,False,False,334575.8335931445,2,0.531265386509,True,10,6,0,56,99,155,23,5,70,25,18.0909090909,11.3,2031,1079,False
998798658740121600,64.0,6.33333333333,96217333,1,2018-05-22 05:32:11,True,False,136066.43690736766,0,0.826086956522,True,15,7,8,0,3,3,1,33,66,0,0,10.5,23,19,False
78091973,111.85,8.77,628203730,4,2009-09-28 19:02:05,False,False,9251865.690663332,2,0.515276145711,True,9,9,0,11,98,2048,20,0,95,5,2.54605263158,10.7,1702,877,False
2737316525,101.55,5.84444444444,1281782844,2,2014-08-08 15:33:29,True,False,5775459.838611973,0,0.483455882353,True,9,9,0,53,22,90,70,5,20,75,2.51111111111,10.8,1088,526,False
515903828,0,0,0,0,2012-03-05 21:53:16,True,False,0,0,0,True,11,11,0,0,0,0,0,0,0,0,10.5,0,0,0,False
1959284780,57.95,6.93,7165720,3,2013-10-13 19:20:40,False,False,57500.262579748276,12,0.759036144578,True,10,6,3,10,46,10518,82,10,85,5,1.55510204082,11.8,913,693,False
