a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
222556509,126.2,10.69,64948130,1,2010-12-03 19:25:28,True,False,701875.5719450136,0,0.535839598997,True,AlbertoPrix,11,1,0,0,0,3837,0,3.76306620209,12.0,1995,0,False
2909630541,103.05,8.64,885953820,1,2014-12-07 18:39:43,True,False,1263885.3860449174,0,0.70243902439,True,mararmig,8,1,0,0,0,125,0,7.6170212766,10.8,1230,0,False
914252421311975424,106.85,10.26,63880830,1,2017-09-30 22:15:38,True,False,529779.568428443,2,0.579661016949,True,Pilar98764304,13,0,0,0,0,558,0,10.3670886076,10.2,1770,0,False
541484548,85.05,5.71428571429,2691504428,2,2012-03-31 08:39:15,True,False,1249458.4738198584,0,0.607902735562,True,JessSnchez16,12,0,0,0,0,70,0,5.51162790698,11.4,658,0,False
817173900,130.1,11.06,24231950,1,2012-09-11 10:50:47,False,False,95858.05292737538,3,0.600760456274,True,albericious_,12,0,0,0,0,2868,0,2.38775510204,12.0,1841,0,False
39956556,109.75,7.53,90118700,3,2009-05-14 08:39:41,False,False,319387.72258608736,3,0.482383087764,True,biblioalagon,12,1,0,0,0,1975,0,0.697637795276,12.2,1561,0,False
961646243796660225,117.55,9.93,52103660,1,2018-02-08 17:01:45,False,False,282158.3796690079,0,0.593189964158,True,L3Nredes,8,0,0,0,0,249,0,6.42857142857,12.5,1674,0,False
239512891,39.55,3.86,574544180,4,2011-01-17 20:06:57,False,False,9954627.341273656,0,0.613672496025,True,pinarillos,10,1,0,0,0,1027,0,7.52142857143,9.4,629,0,False
876796221347831809,122.55,10.48,11347210,3,2017-06-19 13:38:04,False,False,87060.50818613167,3,0.589094997189,True,elcoralvent,11,1,0,0,0,1823,0,3.48412698413,12.6,1779,0,False
916613905128058880,112.95,9.35,17417790,1,2017-10-07 10:39:19,True,False,213121.34452331963,0,0.599743425273,True,Marioguachano,13,1,0,0,0,1347,0,10.652173913,11.7,1559,0,False
1344434209,0,0,0,0,2013-04-11 13:44:06,True,False,0,0,0,True,kiri_nina,9,0,0,0,0,0,0,22.1666666667,0,0,0,False
491472773,145.5,5.56,12967770,2,2012-02-13 17:35:46,False,False,113054.89640845946,6,0.297963558414,True,AuditorioZGZ,12,1,0,0,0,10940,0,0.477942006093,12.4,1866,0,True
958089594821599232,124.45,8.6,29947760,1,2018-01-29 21:28:54,False,False,226415.3978227795,4,0.555914673562,True,literocio,9,1,0,0,0,328,0,4.59462759463,12.9,1547,0,False
2167138881,102.15384615384616,12.6153846154,9191881461,2,2013-11-03 23:42:31,True,False,40477909.17448774,0,0.788461538462,True,reampecas,9,1,0,0,0,13,0,32.0,9.8,208,0,False
1620056510,113.5,10.58,30019470,1,2013-07-25 10:41:49,False,False,268822.20534572663,0,0.524541398116,True,namalamp,8,1,0,0,0,2324,0,4.78861788618,11.3,2017,0,False
963785403361787910,59.8,5.1,228029050,1,2018-02-14 14:42:01,True,False,1150241.8806965733,0,0.816,True,GalateaMadame,13,1,0,0,0,20,0,7.08,13.0,125,0,False
942306505377959937,126.75,8.17,133109720,2,2017-12-17 08:12:32,True,False,1566333.8402850549,0,0.483146067416,True,pacotherock1,12,0,0,0,0,171,0,8.38333333333,11.0,1691,0,False
264380072,104.9,10.5,1836025400,3,2011-03-11 20:24:19,True,False,26752139.682106856,0,0.677419354839,True,K0rdial,7,0,0,0,0,50,0,1.73333333333,10.7,775,0,False
874586796713234432,128.55,10.2558139535,720221372,1,2017-06-13 11:18:36,True,False,2920123.1969726975,0,0.646627565982,True,Fundacion_Acin,14,0,0,0,0,43,0,4.38197424893,13.0,682,0,False
1269221449,135.2,10.6097560976,4055337634,2,2013-03-15 08:41:40,False,False,1622777.8245077443,0,0.642540620384,True,cpepaelposito,13,1,0,0,0,41,0,5.44444444444,11.6,677,0,False
898466068846563328,139.75,11.21,49601050,1,2017-08-18 08:46:18,True,False,175248.4857920604,0,0.550319096711,True,AnaCalerNa,10,1,0,0,0,309,0,6.85,11.5,2037,0,False
915024602329382913,139.9,11.28,66280,1,2017-10-03 01:24:00,True,False,353.4202173051225,100,0.527595884004,True,PinkieWarriorPW,15,1,0,0,0,71519,0,2.2986453202,12.3,2138,0,False
609896510,0,0,0,0,2012-06-16 10:57:36,True,False,0,0,0,True,Marquintilla,12,1,0,0,0,0,0,3.0,0,0,0,False
757933813859291136,131.45,11.3,6265540,2,2016-07-26 13:41:17,False,False,41383.07099198294,4,0.602988260406,True,bairangfa,9,1,0,0,0,10965,0,1.47863247863,11.4,1874,0,False
815660186459402240,134.95,10.92,44956560,1,2017-01-01 20:45:17,True,False,453971.9711851465,3,0.56,True,0jotaeme0,9,0,0,0,0,1885,0,9.11764705882,12.4,1950,0,False
958089954118291457,140.0,20.0,0,1,2018-01-29 21:30:20,True,False,0.0,0,1.0,True,EnriqueBarrado,14,1,0,0,1,1,1,3.66666666667,11.2,20,1,False
894866211472908288,129.85,11.13,7576470,1,2017-08-08 10:21:45,True,False,27122.966757482485,20,0.564401622718,True,MonySGregorini,14,1,0,0,0,2178,0,8.43396226415,13.8,1972,0,False
138787878,118.3,4.9,422089900,1,2010-04-30 15:56:26,True,False,1593247.0757685357,0,0.525751072961,True,jorgegaston,11,1,0,0,0,863,0,4.14618644068,11.4,932,0,False
541791114,127.1,11.27,253881300,1,2012-03-31 14:39:10,False,False,1443126.107124477,0,0.617534246575,True,BerniZgz,8,1,0,0,0,823,0,3.38805970149,11.6,1825,0,False
940148430172819456,123.35,10.9487179487,158182666,1,2017-12-11 09:17:07,True,False,1512152.6320582677,0,0.535759096612,True,Mar69954591,11,0,0,0,1,78,0,10.5,12.8,1594,0,False
